order_id,customer_id,restaurant_id,delivery_partner_id,order_timestamp,subtotal_amount,discount_amount,delivery_fee,total_amount,is_cod,is_cancelled
ORD202501020936,CUST058198,REST17572,DP08783,2025-01-01 12:37:00,177.58,0.0,22.73,200.31,N,N
ORD202501008187,CUST134132,REST07850,DP04638,2025-01-01 12:37:00,316.87,0.0,38.32,355.19,N,N
ORD202501002260,CUST113024,REST17028,DP13301,2025-01-01 12:38:00,0.0,0.0,0.0,0.0,Y,Y
ORD202501019832,CUST073465,REST09824,DP09301,2025-01-01 12:39:00,267.74,0.0,39.96,307.7,N,N
ORD202501019282,CUST045409,REST19897,DP09056,2025-01-01 12:40:00,215.59,28.09,43.86,231.36,Y,N
ORD202501013652,CUST065003,REST00532,DP12066,2025-01-01 12:40:00,342.21,0.0,24.72,366.93,N,N
ORD202501016646,CUST008940,REST19360,DP03478,2025-01-01 12:40:00,285.39,0.0,35.85,321.24,N,N
ORD202501017479,CUST104728,REST15617,DP05808,2025-01-01 12:42:00,202.98,47.2,33.46,189.24,N,N
ORD202501015659,CUST000998,REST05296,DP01330,2025-01-01 12:42:00,180.0,0.0,20.59,200.58,Y,N
ORD202501019201,CUST045690,REST15289,DP09316,2025-01-01 12:42:00,240.18,21.96,27.67,245.89,Y,N
ORD202501016418,CUST048710,REST01696,DP07942,2025-01-01 12:43:00,375.11,0.0,32.85,407.96,N,N
ORD202501007798,CUST070900,REST15207,DP00239,2025-01-01 12:43:00,406.99,53.42,28.35,381.92,N,N
ORD202501009148,CUST038125,REST09335,DP10749,2025-01-01 12:44:00,230.05,0.0,24.24,254.29,Y,N
ORD202501012777,CUST071461,REST14773,DP08710,2025-01-01 12:44:00,300.68,0.0,20.87,321.56,N,N
ORD202501006131,CUST017025,REST08536,DP06199,2025-01-01 12:45:00,355.25,0.0,31.79,387.05,N,N
ORD202501012929,CUST000575,REST00234,DP08431,2025-01-01 12:45:00,315.34,71.68,25.32,268.99,N,N
ORD202501000787,CUST171351,REST13684,DP12883,2025-01-01 12:46:00,304.79,40.83,29.32,293.28,N,N
ORD202501012320,CUST073529,REST01931,DP09730,2025-01-01 12:46:00,149.3,20.34,44.57,173.52,N,N
ORD202501018590,CUST044921,REST13131,,2025-01-01 12:48:00,0.0,0.0,0.0,0.0,N,Y
ORD202501014786,CUST046485,REST11047,DP06741,2025-01-01 12:48:00,603.75,0.0,41.58,645.33,Y,N
ORD202501008628,CUST032687,REST13925,DP12304,2025-01-01 12:48:00,310.91,0.0,40.04,350.96,N,N
ORD202501011828,CUST117732,REST01765,DP08383,2025-01-01 12:48:00,307.86,53.16,31.86,286.57,N,N
ORD202501013743,CUST039764,REST08774,,2025-01-01 12:48:00,0.0,0.0,0.0,0.0,N,Y
ORD202501004720,CUST004603,REST15708,DP08105,2025-01-01 12:48:00,320.98,25.74,33.9,329.14,Y,N
ORD202501021095,CUST007630,REST07188,DP08216,2025-01-01 12:50:00,440.26,61.92,43.13,421.47,N,N
ORD202501012443,CUST165195,REST01627,DP11517,2025-01-01 12:50:00,255.8,59.16,30.12,226.76,N,N
ORD202501013823,CUST110292,REST03932,DP09801,2025-01-01 12:51:00,418.8,0.0,20.19,438.99,N,N
ORD202501009946,CUST114779,REST14408,DP14440,2025-01-01 12:53:00,294.74,55.74,40.43,279.42,Y,N
ORD202501010477,CUST027575,REST11261,DP12883,2025-01-01 12:53:00,162.42,0.0,29.88,192.3,N,N
ORD202501010107,CUST077418,REST04195,DP01217,2025-01-01 12:54:00,542.83,0.0,38.44,581.27,N,N
ORD202501017028,CUST132148,REST02744,DP13391,2025-01-01 12:54:00,161.37,0.0,28.99,190.36,N,N
ORD202501004956,CUST033233,REST00341,DP12919,2025-01-01 12:54:00,272.12,58.82,29.2,242.51,Y,N
ORD202501002374,CUST132015,REST00488,DP00437,2025-01-01 12:54:00,412.3,0.0,26.56,438.85,N,N
ORD202501008410,CUST066826,REST04267,DP12561,2025-01-01 12:55:00,341.26,25.45,40.14,355.95,N,N
ORD202501024004,CUST140527,REST13448,DP05019,2025-01-01 12:55:00,255.29,42.0,43.36,256.65,N,N
ORD202501005758,CUST101318,REST13279,DP06832,2025-01-01 12:56:00,153.04,30.59,31.26,153.71,N,N
ORD202501020301,CUST044059,REST19787,DP00398,2025-01-01 12:57:00,167.86,11.41,34.63,191.07,N,N
ORD202501007244,CUST160351,REST15489,DP03778,2025-01-01 12:58:00,145.76,0.0,31.38,177.14,N,N
ORD202501000762,CUST164889,REST01206,DP11426,2025-01-01 12:58:00,412.27,0.0,38.81,451.08,N,N
ORD202501012715,CUST058128,REST00655,DP01740,2025-01-01 12:58:00,316.56,0.0,35.69,352.25,Y,N
ORD202501007720,CUST193746,REST07298,DP00001,2025-01-01 12:59:00,239.41,0.0,32.63,272.04,N,N
ORD202501000702,CUST177105,REST08940,DP14237,2025-01-01 12:59:00,344.89,0.0,21.69,366.57,Y,N
ORD202501006680,CUST005378,REST17592,DP11242,2025-01-01 13:00:00,200.54,28.69,41.08,212.94,Y,N
ORD202501008051,CUST042401,REST15228,DP03809,2025-01-01 13:01:00,183.19,0.0,42.13,225.32,N,N
ORD202501002580,CUST087062,REST03377,DP02206,2025-01-01 13:01:00,429.84,72.0,29.18,387.01,Y,N
ORD202501024879,CUST145471,REST16384,DP13772,2025-01-01 13:01:00,525.12,47.27,37.79,515.64,Y,N
ORD202501011502,CUST164001,REST10562,DP08640,2025-01-01 13:02:00,142.62,12.41,35.61,165.81,N,N
ORD202501022955,CUST085326,REST04715,DP13852,2025-01-01 13:02:00,408.5,0.0,23.9,432.4,N,N
ORD202501000539,CUST000075,REST09707,DP05845,2025-01-01 13:02:00,294.42,0.0,27.64,322.06,N,N
ORD202501018894,CUST015015,REST08408,DP13121,2025-01-01 13:02:00,548.51,0.0,38.45,586.96,N,N
ORD202501010897,CUST101229,REST13221,DP06238,2025-01-01 13:03:00,301.91,74.19,29.96,257.68,N,N
ORD202501016811,CUST130052,REST03725,DP02795,2025-01-01 13:03:00,403.13,63.44,41.6,381.29,N,N
ORD202501001923,CUST030938,REST05770,DP06738,2025-01-01 13:03:00,281.06,0.0,44.19,325.25,N,N
ORD202501023942,CUST016056,REST02485,DP02677,2025-01-01 13:04:00,323.09,0.0,32.19,355.28,N,N
ORD202501020256,CUST074371,REST10243,DP11383,2025-01-01 13:04:00,160.08,0.0,20.21,180.29,N,N
ORD202501022770,CUST033879,REST04866,DP09346,2025-01-01 13:05:00,161.62,26.19,27.82,163.25,N,N
ORD202501011017,CUST046648,REST07174,DP01238,2025-01-01 13:05:00,385.66,0.0,30.99,416.65,Y,N
ORD202501010196,CUST130325,REST08892,DP12235,2025-01-01 13:08:00,180.75,41.44,36.61,175.92,N,N
ORD202501015561,CUST060932,REST00142,DP11594,2025-01-01 13:08:00,244.99,35.52,35.76,245.23,N,N
ORD202501020570,CUST184135,REST07961,DP04616,2025-01-01 13:09:00,400.08,0.0,29.17,429.25,N,N
ORD202501017580,CUST132517,REST16407,DP01366,2025-01-01 13:09:00,390.03,0.0,33.31,423.34,N,N
ORD202501023598,CUST158738,REST17061,DP12916,2025-01-01 13:10:00,146.29,9.07,27.7,164.92,N,N
ORD202501005605,CUST034769,REST13751,DP05524,2025-01-01 13:11:00,280.85,0.0,21.26,302.11,Y,N
ORD202501015959,CUST185143,REST11694,DP01114,2025-01-01 13:12:00,247.53,0.0,30.58,278.11,Y,N
ORD202501001768,CUST033879,REST04215,DP13768,2025-01-01 13:12:00,386.26,0.0,42.56,428.82,N,N
ORD202501001974,CUST172358,REST17863,DP04127,2025-01-01 13:13:00,580.16,0.0,35.88,616.04,N,N
ORD202501003708,CUST054718,REST03703,DP09586,2025-01-01 13:13:00,204.87,14.51,42.3,232.66,Y,N
ORD202501003843,CUST057576,REST09606,DP06383,2025-01-01 13:13:00,504.18,70.8,34.68,468.06,Y,N
ORD202501024447,CUST122665,REST11086,DP10807,2025-01-01 13:13:00,350.26,28.73,42.89,364.42,N,N
ORD202501014062,CUST175642,REST13407,DP01828,2025-01-01 13:13:00,194.01,27.36,28.08,194.73,N,N
ORD202501014818,CUST169134,REST08966,DP04469,2025-01-01 13:14:00,436.37,30.34,41.64,447.67,N,N
ORD202501022192,CUST014558,REST08861,DP10063,2025-01-01 13:14:00,259.02,0.0,20.89,279.91,Y,N
ORD202501014626,CUST092106,REST07347,DP02507,2025-01-01 13:14:00,288.44,0.0,20.81,309.25,N,N
ORD202501021342,CUST063459,REST14756,DP13817,2025-01-01 13:15:00,331.27,0.0,39.07,370.34,N,N
ORD202501000483,CUST041614,REST12429,DP01947,2025-01-01 13:15:00,155.24,0.0,35.86,191.1,Y,N
ORD202501014713,CUST064908,REST16687,DP14074,2025-01-01 13:15:00,322.19,49.08,31.84,304.95,N,N
ORD202501021914,CUST155004,REST07309,DP07410,2025-01-01 13:16:00,215.0,0.0,31.61,246.61,N,N
ORD202501000834,CUST005487,REST05482,DP13135,2025-01-01 13:17:00,272.43,32.42,23.44,263.46,N,N
ORD202501009861,CUST059928,REST00677,DP07367,2025-01-01 13:17:00,314.57,0.0,23.76,338.33,N,N
ORD202501001257,CUST183068,REST17039,DP14357,2025-01-01 13:17:00,270.03,21.83,30.19,278.39,Y,N
ORD202501001195,CUST102604,REST03713,DP02217,2025-01-01 13:18:00,131.07,0.0,37.82,168.9,N,N
ORD202501006915,CUST111200,REST07971,DP11743,2025-01-01 13:18:00,173.41,0.0,35.81,209.23,Y,N
ORD202501005965,CUST097831,REST11012,DP05853,2025-01-01 13:18:00,179.76,0.0,31.1,210.86,N,N
ORD202501023569,CUST092721,REST03459,DP03159,2025-01-01 13:19:00,589.07,0.0,39.7,628.77,N,N
ORD202501008766,CUST047266,REST04583,DP08164,2025-01-01 13:19:00,561.41,96.51,24.43,489.33,Y,N
ORD202501013826,CUST169427,REST02552,DP03869,2025-01-01 13:20:00,298.64,0.0,43.3,341.94,Y,N
ORD202501023257,CUST075659,REST01094,DP10714,2025-01-01 13:21:00,235.74,0.0,31.67,267.41,Y,N
ORD202501016403,CUST020077,REST09174,DP03991,2025-01-01 13:21:00,268.92,66.61,22.65,224.96,N,N
ORD202501015609,CUST059153,REST16553,DP06617,2025-01-01 13:21:00,634.32,93.7,42.27,582.89,Y,N
ORD202501004621,CUST045876,REST08193,DP06956,2025-01-01 13:21:00,283.94,0.0,26.52,310.46,Y,N
ORD202501022859,CUST101895,REST05740,DP00254,2025-01-01 13:23:00,369.13,0.0,32.68,401.81,N,N
ORD202501007450,CUST028410,REST04855,DP13830,2025-01-01 13:23:00,516.85,0.0,28.72,545.57,Y,N
ORD202501008380,CUST025084,REST16020,DP07067,2025-01-01 13:25:00,413.99,74.6,38.55,377.94,N,N
ORD202501002207,CUST006745,REST08198,DP01837,2025-01-01 13:25:00,553.96,0.0,24.49,578.45,Y,N
ORD202501011274,CUST050747,REST04352,DP14904,2025-01-01 13:27:00,226.34,0.0,38.55,264.89,N,N
ORD202501005785,CUST121187,REST09052,DP08718,2025-01-01 13:28:00,259.4,37.32,32.02,254.1,N,N
ORD202501004511,CUST199565,REST09910,DP07343,2025-01-01 13:28:00,372.23,0.0,35.82,408.05,N,N
ORD202501010956,CUST063693,REST06022,DP06466,2025-01-01 13:31:00,238.45,0.0,36.95,275.39,N,N
ORD202501018378,CUST036284,REST03597,DP08426,2025-01-01 13:31:00,324.69,0.0,27.79,352.48,N,N
ORD202501009260,CUST034012,REST17634,DP11348,2025-01-01 13:31:00,461.45,110.84,37.54,388.16,Y,N
ORD202501019498,CUST105681,REST19058,DP06470,2025-01-01 13:31:00,442.99,24.32,35.26,453.94,N,N
ORD202501021040,CUST058847,REST10243,DP12880,2025-01-01 13:31:00,255.38,0.0,33.63,289.01,N,N
ORD202501006755,CUST111301,REST08243,DP04035,2025-01-01 13:32:00,222.25,21.29,34.37,235.34,N,N
ORD202501004689,CUST115345,REST17064,DP07859,2025-01-01 13:32:00,168.74,0.0,29.32,198.06,Y,N
ORD202501021627,CUST032073,REST04543,,2025-01-01 13:32:00,0.0,0.0,0.0,0.0,N,Y
ORD202501010044,CUST113372,REST19660,DP04101,2025-01-01 13:32:00,372.85,32.22,24.86,365.48,N,N
ORD202501013092,CUST051209,REST13162,DP03210,2025-01-01 13:32:00,258.9,0.0,44.2,303.09,N,N
ORD202501004107,CUST167096,REST13530,DP07644,2025-01-01 13:32:00,214.7,0.0,28.7,243.41,N,N
ORD202501002550,CUST105651,REST16269,DP06928,2025-01-01 13:33:00,247.65,0.0,26.45,274.09,N,N
ORD202501007817,CUST190223,REST17035,DP07317,2025-01-01 13:33:00,188.42,0.0,30.69,219.12,Y,N
ORD202501016778,CUST068487,REST18025,DP13939,2025-01-01 13:34:00,664.31,0.0,31.1,695.41,Y,N
ORD202501009928,CUST165370,REST15638,DP06527,2025-01-01 13:35:00,504.11,53.66,29.27,479.71,Y,N
ORD202501003271,CUST030152,REST01355,DP02304,2025-01-01 13:35:00,193.16,28.43,42.47,207.2,N,N
ORD202501023639,CUST056310,REST05497,DP13601,2025-01-01 13:35:00,367.2,39.19,31.41,359.42,Y,N
ORD202501002838,CUST075542,REST06049,DP03101,2025-01-01 13:35:00,713.77,0.0,25.19,738.97,N,N
ORD202501000678,CUST197216,REST11927,DP02231,2025-01-01 13:36:00,184.44,0.0,36.72,221.16,Y,N
ORD202501010154,CUST146039,REST18873,DP00566,2025-01-01 13:36:00,205.42,0.0,20.64,226.05,N,N
ORD202501012000,CUST144131,REST00833,DP14554,2025-01-01 13:37:00,321.0,0.0,42.57,363.57,N,N
ORD202501022091,CUST043330,REST17741,DP04203,2025-01-01 13:38:00,219.69,0.0,40.06,259.75,Y,N
ORD202501008622,CUST091777,REST19847,DP07072,2025-01-01 13:38:00,404.48,0.0,43.14,447.62,N,N
ORD202501018412,CUST193872,REST01693,DP13763,2025-01-01 13:38:00,0.0,0.0,0.0,0.0,N,Y
ORD202501019170,CUST017172,REST05722,DP08483,2025-01-01 13:38:00,247.15,0.0,20.96,268.11,Y,N
ORD202501014685,CUST160017,REST05137,DP10903,2025-01-01 13:41:00,295.31,0.0,37.43,332.74,N,N
ORD202501006314,CUST032354,REST14649,DP01362,2025-01-01 13:41:00,315.53,57.75,22.89,280.67,N,N
ORD202501004051,CUST146050,REST09803,DP10991,2025-01-01 13:47:00,321.1,0.0,35.54,356.64,N,N
ORD202501007932,CUST183286,REST05574,DP01588,2025-01-01 13:48:00,393.12,0.0,36.62,429.74,Y,N
ORD202501001202,CUST026510,REST17979,DP12096,2025-01-01 13:49:00,189.21,0.0,23.09,212.29,N,N
ORD202501016051,CUST055387,REST05194,DP03193,2025-01-01 13:50:00,403.33,0.0,42.9,446.23,N,N
ORD202501005017,CUST107045,REST16776,DP12884,2025-01-01 13:51:00,383.61,28.16,42.25,397.71,N,N
ORD202501024788,CUST033181,REST00498,DP06739,2025-01-01 13:52:00,0.0,0.0,0.0,0.0,Y,Y
ORD202501013517,CUST038375,REST15531,DP12961,2025-01-01 13:53:00,499.82,0.0,40.25,540.07,N,N
ORD202501018916,CUST001954,REST07490,DP06195,2025-01-01 13:53:00,205.36,0.0,21.8,227.16,N,N
ORD202501011874,CUST014813,REST04601,DP13463,2025-01-01 13:54:00,288.06,67.81,27.59,247.83,Y,N
ORD202501013738,CUST093346,REST10572,DP14849,2025-01-01 13:54:00,406.18,0.0,24.26,430.44,N,N
ORD202501012453,CUST064378,REST17946,DP00982,2025-01-01 13:54:00,340.0,56.55,33.62,317.07,N,N
ORD202501018670,CUST019896,REST07288,DP01300,2025-01-01 13:55:00,178.89,0.0,31.43,210.32,Y,N
ORD202501022551,CUST181041,REST04933,DP00901,2025-01-01 13:56:00,367.66,0.0,32.58,400.24,N,N
ORD202501009099,CUST138810,REST12479,DP02380,2025-01-01 13:56:00,277.66,0.0,29.07,306.73,Y,N
ORD202501024112,CUST016967,REST00048,DP12866,2025-01-01 13:56:00,534.92,53.15,40.8,522.57,N,N
ORD202501019554,CUST069699,REST17913,DP07479,2025-01-01 13:57:00,900.0,0.0,37.52,937.52,N,N
ORD202501006540,CUST036548,REST14281,DP10638,2025-01-01 13:57:00,219.9,0.0,43.44,263.34,N,N
ORD202501003256,CUST093105,REST18224,DP03707,2025-01-01 13:58:00,486.99,99.72,28.85,416.13,N,N
ORD202501006422,CUST094827,REST08789,DP13238,2025-01-01 13:58:00,393.73,0.0,30.18,423.9,N,N
ORD202501020172,CUST041622,REST08018,DP01209,2025-01-01 13:59:00,481.2,0.0,26.24,507.43,Y,N
ORD202501008574,CUST195153,REST07916,DP07627,2025-01-01 14:00:00,215.39,0.0,21.08,236.47,Y,N
ORD202501012804,CUST176778,REST07768,DP04094,2025-01-01 14:00:00,286.66,19.77,23.87,290.77,N,N
ORD202501024585,CUST174758,REST17577,DP09305,2025-01-01 14:01:00,172.94,0.0,23.51,196.45,Y,N
ORD202501006489,CUST102195,REST08685,DP09437,2025-01-01 14:01:00,314.42,0.0,34.74,349.16,N,N
ORD202501013923,CUST170103,REST09462,DP12860,2025-01-01 14:01:00,549.96,109.82,38.44,478.59,N,N
ORD202501003140,CUST104794,REST09809,DP01955,2025-01-01 14:03:00,235.4,0.0,23.11,258.51,N,N
ORD202501008567,CUST104217,REST09681,DP09166,2025-01-01 14:04:00,171.71,0.0,27.87,199.57,N,N
ORD202501023409,CUST190045,REST00337,DP01303,2025-01-01 14:04:00,415.3,52.36,23.22,386.15,N,N
ORD202501004825,CUST072739,REST03112,DP05117,2025-01-01 14:05:00,297.9,52.41,34.53,280.03,Y,N
ORD202501009797,CUST088958,REST14438,DP04008,2025-01-01 14:05:00,292.22,0.0,28.25,320.46,Y,N
ORD202501022207,CUST008019,REST07013,DP13086,2025-01-01 14:07:00,398.09,31.69,42.72,409.12,N,N
ORD202501020855,CUST180546,REST17448,,2025-01-01 14:07:00,0.0,0.0,0.0,0.0,N,Y
ORD202501008555,CUST065892,REST07998,DP06092,2025-01-01 14:08:00,320.22,75.97,28.61,272.85,N,N
ORD202501005990,CUST002913,REST09272,DP09661,2025-01-01 14:09:00,317.34,23.41,31.28,325.21,N,N
ORD202501012657,CUST198687,REST12101,DP07093,2025-01-01 14:09:00,275.06,0.0,26.57,301.63,Y,N
ORD202501002025,CUST178618,REST12431,DP04245,2025-01-01 14:10:00,455.75,0.0,23.61,479.37,N,N
ORD202501021445,CUST064510,REST07391,DP02485,2025-01-01 14:11:00,235.54,0.0,33.98,269.52,N,N
ORD202501006632,CUST000454,REST07226,DP08358,2025-01-01 14:11:00,275.27,0.0,26.54,301.81,N,N
ORD202501009175,CUST192670,REST11536,DP06989,2025-01-01 14:12:00,309.72,0.0,28.08,337.8,Y,N
ORD202501018218,CUST163371,REST17443,DP07023,2025-01-01 14:12:00,338.33,57.93,38.67,319.07,Y,N
ORD202501015270,CUST183203,REST09137,DP08360,2025-01-01 14:12:00,281.5,0.0,22.13,303.63,N,N
ORD202501016067,CUST178118,REST10981,DP11767,2025-01-01 14:14:00,266.8,35.17,21.52,253.15,Y,N
ORD202501004816,CUST017241,REST10479,DP12627,2025-01-01 14:14:00,334.97,0.0,20.34,355.32,N,N
ORD202501007785,CUST037805,REST09097,DP00934,2025-01-01 14:14:00,198.24,22.92,22.12,197.44,Y,N
ORD202501024935,CUST019586,REST06050,DP10676,2025-01-01 14:15:00,0.0,0.0,0.0,0.0,Y,Y
ORD202501008376,CUST192086,REST07783,DP12114,2025-01-01 14:16:00,409.31,0.0,24.27,433.58,Y,N
ORD202501006097,CUST143871,REST12024,DP08432,2025-01-01 14:17:00,250.08,12.67,33.5,270.91,N,N
ORD202501007681,CUST158719,REST18099,DP12418,2025-01-01 14:18:00,245.57,0.0,40.13,285.7,N,N
ORD202501004704,CUST088546,REST05153,DP05086,2025-01-01 14:18:00,260.06,0.0,27.86,287.93,N,N
ORD202501023030,CUST192765,REST15009,DP12542,2025-01-01 14:19:00,214.31,13.96,30.84,231.19,N,N
ORD202501012450,CUST033503,REST05529,DP07948,2025-01-01 14:19:00,426.81,0.0,20.67,447.48,Y,N
ORD202501005986,CUST070313,REST02604,DP10476,2025-01-01 14:20:00,205.64,46.55,31.16,190.24,N,N
ORD202501014267,CUST005115,REST15230,DP11118,2025-01-01 14:20:00,440.53,0.0,27.71,468.24,Y,N
ORD202501024583,CUST018634,REST10387,DP03466,2025-01-01 14:20:00,284.89,0.0,27.85,312.74,Y,N
ORD202501007316,CUST193103,REST02708,DP14389,2025-01-01 14:21:00,123.61,15.59,37.61,145.63,N,N
ORD202501024267,CUST127337,REST03717,DP04639,2025-01-01 14:21:00,299.74,0.0,37.4,337.14,N,N
ORD202501018738,CUST163031,REST15990,DP11959,2025-01-01 14:21:00,0.0,0.0,0.0,0.0,N,Y
ORD202501007283,CUST170194,REST13234,DP13821,2025-01-01 14:21:00,314.64,0.0,32.43,347.07,N,N
ORD202501000850,CUST137402,REST11028,DP13016,2025-01-01 14:22:00,197.61,24.38,41.33,214.57,N,N
